Publication Type,Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,UT (Unique WOS ID),Web of Science Record,k,t,survey,,,
J,"Bergquist, P; Warshaw, C",Does Global Warming Increase Public Concern about Climate Change?,JOURNAL OF POLITICS,,,English,Article,,,,,,climate change; public opinion,LOCAL WEATHER; PERCEPTIONS; OPINIONS; US,"Scholars have not determined whether exposure to a changing climate influences public understanding of or concern about climate change. We examine this question using a comprehensive index of public concern about climate change in each state from 1999 to 2017. The index aggregates data from over 400,000 survey respondents in 170 polls. These new estimates of state-level climate concern enable us to exploit geographic variation in locally experienced climate changes over an extended time period. We show that climate concern peaked in 2000 and again in 2017 and that climate concern is modestly responsive to changes in state-level temperatures. Overall, our results suggest that continued increases in temperature are likely to cause public concern about climate change to grow in the future. But a warming climate, on its own, is unlikely to yield a consensus in the mass public about the threat posed by climate change.","[Bergquist, Parrish] Yale Univ, Yale Program Climate Change Commun, New Haven, CT 06511 USA; [Warshaw, Christopher] George Washington Univ, Dept Polit Sci, Washington, DC 20052 USA",Yale University; George Washington University,"Bergquist, P (corresponding author), Yale Univ, Yale Program Climate Change Commun, New Haven, CT 06511 USA.",parrish.bergquist@yale.edu; warshaw@gwu.edu,"Warshaw, Christopher/AAM-4838-2021",,MIT's Office of the Provost,MIT's Office of the Provost,This project was supported by a generous grant from MIT's Office of the Provost.,,20,83,93,10,66,UNIV CHICAGO PRESS,CHICAGO,"1427 E 60TH ST, CHICAGO, IL 60637-2954 USA",0022-3816,1468-2508,,J POLIT,J. Polit.,APR 1,2019,81,2,,,,,686,691,,10.1086/701766,http://dx.doi.org/10.1086/701766,,,6,Political Science,Social Science Citation Index (SSCI),Government & Law,HS4CI,,,,,2024-06-14,WOS:000463809000027,View Full Record in Web of Science,,,,,,
J,"Krange, O; Kaltenborn, BP; Hultman, M",Cool dudes in Norway: climate change denial among conservative Norwegian men,ENVIRONMENTAL SOCIOLOGY,,,English,Article,,,,,,Climate change denial; public opinion; xenoscepticism; political ideology; gender; Norway,POLITICAL-IDEOLOGY; POLARIZATION; GENDER; VIEWS; DETERMINANTS; ORIENTATION; PERCEPTION; KNOWLEDGE; RISK,"In their article 'Cool dudes: The denial of climate change among conservative white males in the United States' the authors state: 'Clearly the extent to which the conservative white male effect on climate change denial exists outside the US is a topic deserving investigation.' Following this recommendation, we report results from a study in Norway. McCright and Dunlap argue that climate change denial can be understood as an expression of protecting group identity and justifying a societal system that provides desired benefits. Our findings resemble those in the US study. A total of 63 per cent of conservative males in Norway do not believe in anthropogenic climate change, as opposed to 36 per cent among the rest of the population who deny climate change and global warming. Expanding on the US study, we investigate whether conservative males more often hold what we term xenosceptic views, and if that adds to the 'cool dude-effect'.(1) Multivariate logistic regression models reveal strong effects from a variable measuring 'xenosceptic cool dudes'. Interpreting xenoscepticism as a rough proxy for right leaning views, climate change denial in Norway seems to merge with broader patterns of right-wing nationalism.","[Krange, Olve] Norwegian Inst Nat Res NINA Oslo, Oslo, Norway; [Kaltenborn, Bjorn P.] Norwegian Inst Nat Res NINA Lillehammer, Lillehammer, Norway; [Hultman, Martin] Chalmers Univ Technol, Dept Tema Technol & Social Change, Sweden & Human Geog, Gothenburg, Sweden",Norwegian Institute Nature Research; Norwegian Institute Nature Research; Chalmers University of Technology,"Krange, O (corresponding author), Norwegian Inst Nat Res NINA Oslo, Oslo, Norway.",olve.krange@nina.no,,"Hultman, Martin/0000-0001-9642-5895; Kaltenborn, Bjorn Petter/0000-0003-3735-4796",Research Council of Norway [160022/F40]; Norwegian institute for nature research,Research Council of Norway(Research Council of Norway); Norwegian institute for nature research(Bioforsk),This work was supported by The Research Council of Norway [160022/F40]; Norwegian institute for nature research.,,63,83,87,3,48,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",ABINGDON,"2-4 PARK SQUARE, MILTON PARK, ABINGDON OX14 4RN, OXON, ENGLAND",2325-1042,,,ENVIRON SOCIOL,Envir. Sociol.,JAN 2,2019,5,1,,,,,1,11,,10.1080/23251042.2018.1488516,http://dx.doi.org/10.1080/23251042.2018.1488516,,,11,Environmental Studies,Emerging Sources Citation Index (ESCI),Environmental Sciences & Ecology,HH8RW,,Green Submitted,,,2024-06-14,WOS:000456001000001,View Full Record in Web of Science,,,,,,
J,"Rickards, L; Wiseman, J; Kashima, Y",Barriers to effective climate change mitigation: the case of senior government and business decision makers,WILEY INTERDISCIPLINARY REVIEWS-CLIMATE CHANGE,,,English,Review,,,,,,,CHANGE POLICY; ECOLOGICAL MODERNIZATION; ENVIRONMENTAL CONCERN; RISK SOCIETY; FUTURE; CARBON; GOVERNANCE; POLITICS; CHALLENGES; ECONOMICS,"While the case for rapid reductions in greenhouse gas emissions is compelling, actions being taken by most senior decision makers (SDMs) in government and business compound the problem. Given the systemic reach of much senior decision making, including decisions that constrain their own actions, there is an urgent need to open up the SDM black box. Focused on Western governments and multinational corporations, this article examines a cross-disciplinary range of literature to ask: What are the key factors affecting the preparedness of SDMsparticularly those who accept the climate scienceto take the decisive actions needed to drive rapid and significant emission reductions? The review brings together multiple perspectives on the many compounding factors operating across three interconnected scales: micro (individual and interpersonal factors including disciplinary background, worldview, gender, and risk perceptions); meso (network, organizational and institutional factors including management paradigms, organizational culture, and institutional complexity); and macro (environmental, social, cultural, political, and economic factors including climatic extremes, vested interests, and public opinion). It concludes that SDMs are strongly focused on their local' professional context and near-term pressures, including reputation among peers, relationships with competitors, and real-time financial status. As a group they exist within a largely closed circuit and perceive the world from a particular narrow perspective. Combined with the complexity and embedded character of existing systems, this occludes more systemic or reflexive thinking or action. This deep propensity for inaction suggests that a coordinated multi-frontal approach is essential for a new more effective mitigation approach. (C) 2014 John Wiley & Sons, Ltd.","[Rickards, Lauren; Wiseman, John] Univ Melbourne, Melbourne Sustainable Soc Inst, Carlton, Vic 3053, Australia; [Kashima, Yoshi] Univ Melbourne, Melbourne Sch Psychol Sci, Carlton, Vic 3053, Australia",University of Melbourne; University of Melbourne,"Rickards, L (corresponding author), Univ Melbourne, Melbourne Sustainable Soc Inst, Carlton, Vic 3053, Australia.",Lauren.rickards@unimelb.edu.au,,"Wiseman, John/0000-0003-2276-5517; Kashima, Yoshihisa/0000-0003-3627-3273; Rickards, Lauren/0000-0001-6088-3448",,,,,201,83,87,2,101,WILEY,HOBOKEN,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",1757-7780,1757-7799,,WIRES CLIM CHANGE,Wiley Interdiscip. Rev.-Clim. Chang.,NOV-DEC,2014,5,6,,,,,753,773,,10.1002/wcc.305,http://dx.doi.org/10.1002/wcc.305,,,21,Environmental Studies; Meteorology & Atmospheric Sciences,Science Citation Index Expanded (SCI-EXPANDED); Social Science Citation Index (SSCI),Environmental Sciences & Ecology; Meteorology & Atmospheric Sciences,AS6CZ,,,,,2024-06-14,WOS:000344353600005,View Full Record in Web of Science,,,,,,
J,"Bastin, JF; Clark, E; Elliott, T; Hart, S; van den Hoogen, J; Hordijk, I; Ma, HZ; Majumder, S; Manoli, G; Maschler, J; Mo, LD; Routh, D; Yu, KL; Zohner, CM; Crowther, TW",Understanding climate change from a global analysis of city analogues,PLOS ONE,,,English,Article,,,,,,,IMPACTS; SCIENCE; MODEL,"Combating climate change requires unified action across all sectors of society. However, this collective action is precluded by the 'consensus gap' between scientific knowledge and public opinion. Here, we test the extent to which the iconic cities around the world are likely to shift in response to climate change. By analyzing city pairs for 520 major cities of the world, we test if their climate in 2050 will resemble more closely to their own current climate conditions or to the current conditions of other cities in different bioclimatic regions. Even under an optimistic climate scenario (RCP 4.5), we found that 77% of future cities are very likely to experience a climate that is closer to that of another existing city than to its own current climate. In addition, 22% of cities will experience climate conditions that are not currently experienced by any existing major cities. As a general trend, we found that all the cities tend to shift towards the sub-tropics, with cities from the Northern hemisphere shifting to warmer conditions, on average similar to 1000 km south (velocity similar to 20 km. year(-1)), and cities from the tropics shifting to drier conditions. We notably predict that Madrid's climate in 2050 will resemble Marrakech's climate today, Stockholm will resemble Budapest, London to Barcelona, Moscow to Sofia, Seattle to San Francisco, Tokyo to Changsha. Our approach illustrates how complex climate data can be packaged to provide tangible information. The global assessment of city analogues can facilitate the understanding of climate change at a global level but also help land managers and city planners to visualize the climate futures of their respective cities, which can facilitate effective decision-making in response to on-going climate change.","[Bastin, Jean-Francois; Clark, Emily; Elliott, Thomas; van den Hoogen, Johan; Hordijk, Iris; Ma, Haozhi; Majumder, Sabiha; Maschler, Julia; Mo, Lidong; Routh, Devin; Yu, Kailiang; Zohner, Constantin M.; Crowther, Thomas W.] Swiss Fed Inst Technol, Inst Integrat Biol, Dept Environm Syst Sci, Crowther Lab, Zurich, Switzerland; [Hart, Simon] Swiss Fed Inst Technol, Dept Environm Syst Sci, Plant Ecol, Inst Integrat Biol, Zurich, Switzerland; [Manoli, Gabriele] Swiss Fed Inst Technol, Inst Environm Engn, Dept Civil Environm & Geomat Engn, Zurich, Switzerland",Swiss Federal Institutes of Technology Domain; ETH Zurich; Swiss Federal Institutes of Technology Domain; ETH Zurich; Swiss Federal Institutes of Technology Domain; ETH Zurich,"Bastin, JF (corresponding author), Swiss Fed Inst Technol, Inst Integrat Biol, Dept Environm Syst Sci, Crowther Lab, Zurich, Switzerland.",bastin.jf@gmail.com,"Manoli, Gabriele/JNS-4061-2023; crowther, thomas w/B-4807-2012; Ma, Haozhi/KCJ-5052-2024; Clark, Emily/GVR-7159-2022; Hart, Simon/AAT-8532-2020; Hart, Simon/B-6492-2013","Manoli, Gabriele/0000-0002-9245-2877; Ma, Haozhi/0000-0003-0709-1438; Crowther, Thomas/0000-0001-5674-8913; , Iris/0000-0002-6302-6254; Hart, Simon/0000-0001-7957-8689; van den Hoogen, Johan/0000-0001-6624-8461; Zohner, Constantin/0000-0002-8302-4854; Bastin, Jean-Francois/0000-0003-2602-7247; Routh, Devin/0000-0002-5910-8847",DOB Ecology; Plant-for-the-Planet; German Federal Ministry for Economic Cooperation and Development,DOB Ecology; Plant-for-the-Planet; German Federal Ministry for Economic Cooperation and Development,"Author TWC is supported by grant from DOB Ecology. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript. The authors received no specific funding for this work.; This work was supported by grants to T.W.C. from DOB Ecology, Plant-for-the-Planet and the German Federal Ministry for Economic Cooperation and Development. Images of cities were obtained on Pixabay, and openly shared under CC0 common creative license.",,36,82,87,3,35,PUBLIC LIBRARY SCIENCE,SAN FRANCISCO,"1160 BATTERY STREET, STE 100, SAN FRANCISCO, CA 94111 USA",1932-6203,,,PLOS ONE,PLoS One,JUL 10,2019,14,7,,,,,,,e0217592,10.1371/journal.pone.0217592,http://dx.doi.org/10.1371/journal.pone.0217592,,,13,Multidisciplinary Sciences,Science Citation Index Expanded (SCI-EXPANDED),Science & Technology - Other Topics,IW4JZ,31291249,"Green Published, Green Submitted, gold",,,2024-06-14,WOS:000484947800013,View Full Record in Web of Science,,,,,,
J,"Feldman, L; Hart, PS",Climate change as a polarizing cue: Framing effects on public support for low-carbon energy policies,GLOBAL ENVIRONMENTAL CHANGE-HUMAN AND POLICY DIMENSIONS,,,English,Article,,,,,,Clean energy policy; Climate change; Framing; Partisanship; Public opinion,MITIGATION; OPINION; IDEOLOGY; PARTISAN; SCIENCE; IMPACT; MEDIA; COMMUNICATION; DETERMINANTS; ASSOCIATIONS,"This study examines how public support for four specific low-carbon energy policies (renewable energy investment, revenue-neutral carbon tax, fuel efficiency regulations, expansion of nuclear power) varies when these policies are framed as a way to reduce either climate change, air pollution, or energy dependence. A survey question wording experiment with a nationally representative U.S. sample is utilized. We find framing effects only among Republicans, whose policy support was lower in response to the climate change frame versus the air pollution and energy security frames for all policies except nuclear power. This suggests that framing effects are conditional on political partisanship and policy content. When testing the processing mechanism behind these effects, we find no evidence that the climate change frame functions as a simple heuristic; rather, the findings are consistent with motivated reasoning, whereby the framing effects on policy support are mediated by the policy's perceived relative benefits and costs.","[Feldman, Lauren] Rutgers State Univ, Sch Commun & Informat, 4 Huntington St, New Brunswick, NJ 08901 USA; [Hart, P. Sol] Univ Michigan, Dept Commun Studies, 5370 North Quad,105 South State St, Ann Arbor, MI 48109 USA",Rutgers University System; Rutgers University New Brunswick; University of Michigan System; University of Michigan,"Feldman, L (corresponding author), Rutgers State Univ, Sch Commun & Informat, 4 Huntington St, New Brunswick, NJ 08901 USA.",lauren.feldman@rutgers.edu; solhart@umich.edu,"Feldman, Lauren/AAL-5195-2020",,Howard R. Marsh Center for Journalistic Performance at the University of Michigan Department of Communication Studies,Howard R. Marsh Center for Journalistic Performance at the University of Michigan Department of Communication Studies,Support for this research was provided by the Howard R. Marsh Center for Journalistic Performance at the University of Michigan Department of Communication Studies.,,75,82,100,4,58,ELSEVIER SCI LTD,OXFORD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND",0959-3780,1872-9495,,GLOBAL ENVIRON CHANG,Glob. Environ. Change-Human Policy Dimens.,JUL,2018,51,,,,,,54,66,,10.1016/j.gloenvcha.2018.05.004,http://dx.doi.org/10.1016/j.gloenvcha.2018.05.004,,,13,Environmental Sciences; Environmental Studies; Geography,Science Citation Index Expanded (SCI-EXPANDED); Social Science Citation Index (SSCI),Environmental Sciences & Ecology; Geography,GL0HT,,,,,2024-06-14,WOS:000436651300006,View Full Record in Web of Science,,,,,,
J,"Lachapelle, E; Montpetit, É; Gauvin, JP",Public Perceptions of Expert Credibility on Policy Issues: The Role of Expert Framing and Political Worldviews,POLICY STUDIES JOURNAL,,,English,Article,,,,,,risk; scientific expertise; expert credibility; framing; cultural theory; public opinion,STEM-CELL RESEARCH; CULTURAL THEORY; ORIENTING DISPOSITIONS; EMERGING TECHNOLOGIES; RISK; TRUST; INFORMATION; OPINION; SCIENCE; NANOTECHNOLOGY,"How do individuals assess the credibility of experts in various policy domains? Under what conditions does the public interpret particular scientific knowledge claims as being trustworthy and credible? Using data collected from an online survey experiment, administered to 1,507 adult residents of Quebec, this paper seeks answers to these questions. Specifically, we examine variation in the way members of the public perceive the credibility of scientific experts in the areas of climate change, shale gas extraction, cell phones, and wind farms. Our results contribute to the existing literatures on public perceptions of policy experts, framing, and cultural theory. We find that individuals evaluate expert credibility based on the way in which experts frame issues, and on the congruity/dissonance between these expert communication frames and one's underlying worldview. However, we also identify limits to these framing effects. Our findings shed light on the interaction of framing and political worldviews in shaping public perceptions of expert credibility in various policymaking contexts.","[Lachapelle, Erick; Montpetit, Eric; Gauvin, Jean-Philippe] Univ Montreal, Montreal, PQ H3C 3J7, Canada",Universite de Montreal,"Lachapelle, E (corresponding author), Univ Montreal, Montreal, PQ H3C 3J7, Canada.",,"Lachapelle, Erick/AAI-1449-2021","Gauvin, Jean-Philippe/0000-0002-8656-0329; Lachapelle, Erick/0000-0002-0808-0688; Montpetit, Eric/0000-0003-3470-0657",,,,,42,82,101,4,71,WILEY-BLACKWELL,HOBOKEN,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",0190-292X,1541-0072,,POLICY STUD J,Policy Stud. J.,NOV,2014,42,4,,,,,674,697,,10.1111/psj.12073,http://dx.doi.org/10.1111/psj.12073,,,24,Political Science; Public Administration,Social Science Citation Index (SSCI),Government & Law; Public Administration,AU0YM,,,,,2024-06-14,WOS:000345348100009,View Full Record in Web of Science,,,,,,
J,"von Borgstede, C; Andersson, M; Johnsson, F",Public attitudes to climate change and carbon mitigation-Implications for energy-associated behaviours,ENERGY POLICY,,,English,Article,,,,,,Public opinion; Energy technology; Energy behaviour,PRO-ENVIRONMENTAL BEHAVIOR; WILLINGNESS-TO-PAY; LOW-COST; GREEN; DETERMINANTS; FEEDBACK; POLICY; POWER,"This work explores public opinions regarding climate change and mitigation options and examines how psychological factors, such as attitudes, norms, and willingness to pay, determine self-reported energy-efficient behaviour. The aim is to create knowledge for the design and implementatioh of policy measures. The results of an opinion poll conducted in 2005 and 2010 are compared. The number of respondents favouring new technologies as a way to reduce emissions was substantially lower in 2010 than in 2005, whereas there was an increase in the number of people who acknowledged that lifestyle changes are necessary to counteract climate changes. This indicates. an increased awareness among the public of the need for lifestyle changes, which could facilitate implementation of policies promoting environmental behaviour. Renewable energy and energy saving measures were ranked as the top two measures for mitigating climate change in both polls. In determining which energy behaviours of the public are determined by psychological factors, an analysis of the 2010 survey revealed that respondents with pro-environmental attitudes towards global warming favour significantly increased use of renewable energy technologies and greater engagement in energy-efficient behaviours. (C) 2013 Elsevier Ltd. All rights reserved.","[von Borgstede, Chris; Andersson, Maria] Univ Gothenburg, Dept Psychol, S-40530 Gothenburg, Sweden; [Johnsson, Filip] Chalmers Univ Technol, Environm & Energy Dept, S-41296 Gothenburg, Sweden",University of Gothenburg; Chalmers University of Technology,"von Borgstede, C (corresponding author), Univ Gothenburg, Dept Psychol, S-40530 Gothenburg, Sweden.",cvb@psy.gu.se,,"Johnsson, Filip/0000-0003-3106-5379",Alliance for Global Sustainability (AGS); project Pathways to Sustainable European Energy Systems,Alliance for Global Sustainability (AGS); project Pathways to Sustainable European Energy Systems,"This work was funded by the Alliance for Global Sustainability (AGS) and the project Pathways to Sustainable European Energy Systems. We thank Ebba Lofblad for assisting with the survey work, as well as for valuable comments on the manuscript.",,54,82,93,2,109,ELSEVIER SCI LTD,OXFORD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND",0301-4215,1873-6777,,ENERG POLICY,Energy Policy,JUN,2013,57,,,,,,182,193,,10.1016/j.enpol.2013.01.051,http://dx.doi.org/10.1016/j.enpol.2013.01.051,,,12,Economics; Energy & Fuels; Environmental Sciences; Environmental Studies,Science Citation Index Expanded (SCI-EXPANDED); Social Science Citation Index (SSCI),Business & Economics; Energy & Fuels; Environmental Sciences & Ecology,138SM,,,,,2024-06-14,WOS:000318530300023,View Full Record in Web of Science,,,,,,
J,"Gravelle, TB; Lachapelle, E","Politics, proximity and the pipeline: Mapping public attitudes toward Keystone XL",ENERGY POLICY,,,English,Article,,,,,,Public opinion; Oil; Pipelines; United States; Spatial analysis; NIMBY; Keystone XL,SPATIAL PROXIMITY; DISTANCE-DECAY; CLIMATE-CHANGE; LOCATION; NIMBY; VIEWS; KNOWLEDGE; IMPACT; POLICY; BORDER,"The politics of oil pipelines have become increasingly salient in American politics in recent years. In particular, debates about economic benefits, energy security and environmental impact have been provoked by the proposed Keystone XL pipeline expansion intended to take bitumen from northern Alberta in Canada to refineries on the Gulf Coast in Texas. Drawing on data from recent surveys conducted by the Pew Research Center, this article asks a series of questions. What levels of support for (and opposition to) the pipeline exist among the American public? What are the roles of political factors (such as party identification and ideology), economic attitudes, environmental attitudes and proximity to the proposed pipeline route in shaping attitudes toward the pipeline? And how do political factors and proximity to the pipeline interact? We find that partisanship and ideology drive attitudes toward the Keystone XL pipeline, and that the effect of ideology is attenuated by proximity to the proposed route. The policy implications of these findings for energy infrastructure siting controversies are discussed. (C) 2015 Elsevier Ltd. All rights reserved.","[Gravelle, Timothy B.] Univ Essex, Dept Govt, Colchester CO4 3SQ, Essex, England; [Lachapelle, Erick] Univ Montreal, Dept Sci Polit, Montreal, PQ, Canada",University of Essex; Universite de Montreal,"Gravelle, TB (corresponding author), Univ Essex, Dept Govt, Colchester CO4 3SQ, Essex, England.",tbgrav@essex.ac.uk,"Lachapelle, Erick/AAI-1449-2021; Gravelle, Timothy B./I-3077-2019","Gravelle, Timothy B./0000-0002-7091-206X; Lachapelle, Erick/0000-0002-0808-0688",,,,,68,81,91,1,139,ELSEVIER SCI LTD,OXFORD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND",0301-4215,1873-6777,,ENERG POLICY,Energy Policy,AUG,2015,83,,,,,,99,108,,10.1016/j.enpol.2015.04.004,http://dx.doi.org/10.1016/j.enpol.2015.04.004,,,10,Economics; Energy & Fuels; Environmental Sciences; Environmental Studies,Science Citation Index Expanded (SCI-EXPANDED); Social Science Citation Index (SSCI),Business & Economics; Energy & Fuels; Environmental Sciences & Ecology,CK9JL,,,,,2024-06-14,WOS:000356556300009,View Full Record in Web of Science,,,,,,
J,"Carter, N; Clements, B","From 'greenest government ever' to 'get rid of all the green crap': David Cameron, the Conservatives and the environment",BRITISH POLITICS,,,English,Article,,,,,,conservative party; modernization; David Cameron; environmental policy; climate change; valence issue,CLIMATE-CHANGE; PARTY; UK; POLICY; BLUE,"The environment was David Cameron's signature issue underpinning his modernization agenda. In opposition the 'Vote Blue, Go Green' strategy had a positive impact on the party's image: the environment operated as a valence issue in a period of raised public concern, particularly about climate change, and Cameron's high-profile support contributed to the cross-party consensus that delivered radical change in climate policy. Although the Coalition government has implemented important environmental measures, the Conservatives have not enhanced their green credentials in government and Cameron has failed to provide strong leadership on the issue. Since 2010, climate change has to some extent been transformed into a positional issue. Conservative MPs, urged on by the right-wing press, have adopted an increasingly partisan approach to climate change, and opinion polls reveal clear partisan divisions on climate change amongst public opinion. As a positional issue climate change has become challenging for the Conservatives, showing them to be internally divided, rebellious and inclined to support producer interests. This article makes a contribution to our understanding of Conservative modernization, while also challenging the dominant assumption in the scholarly literature that the environment, particularly climate change, is a valence issue.","[Carter, Neil] Univ York, Dept Polit, York YO10 5DD, N Yorkshire, England; [Clements, Ben] Univ Leicester, Dept Polit & Int Relat, Leicester LE1 7RH, Leics, England",University of York - UK; University of Leicester,"Carter, N (corresponding author), Univ York, Dept Polit, York YO10 5DD, N Yorkshire, England.",neil.carter@york.ac.uk; bc101@leicester.ac.uk,,"Carter, Neil Thomas/0000-0003-3378-8773; Clements, Ben/0000-0002-1024-2543",ESRC [ES/K00042X/1]; Economic and Social Research Council [ES/K00042X/1] Funding Source: researchfish,ESRC(UK Research & Innovation (UKRI)Economic & Social Research Council (ESRC)); Economic and Social Research Council(UK Research & Innovation (UKRI)Economic & Social Research Council (ESRC)),The author would like to acknowledge that some of the material used in this article was gathered for the ESRC funded project 'Climate Policy and Political Parties' (ES/K00042X/1).,,58,81,86,0,31,PALGRAVE MACMILLAN LTD,BASINGSTOKE,"BRUNEL RD BLDG, HOUNDMILLS, BASINGSTOKE RG21 6XS, HANTS, ENGLAND",1746-918X,1746-9198,,BRIT POLIT,Br. Polit.,JUN,2015,10,2,,,SI,,204,225,,10.1057/bp.2015.16,http://dx.doi.org/10.1057/bp.2015.16,,,22,Political Science,Social Science Citation Index (SSCI),Government & Law,CI6XY,,Green Accepted,,,2024-06-14,WOS:000354908700007,View Full Record in Web of Science,,,,,,
J,"Bolsen, T; Druckman, JN; Cook, FL","Citizens', Scientists', and Policy Advisors' Beliefs about Global Warming",ANNALS OF THE AMERICAN ACADEMY OF POLITICAL AND SOCIAL SCIENCE,,,English,Article,,,,,,global warming; scientists; policy advisors; politicization,CLIMATE-CHANGE; PUBLIC-OPINION; UNITED-STATES; SCIENCE; POLITICIZATION; POLARIZATION; PERCEPTIONS; FRAMES; VIEWS; KNOWLEDGE,"Numerous factors shape citizens' beliefs about global warming, but there is very little research that compares the views of the public with key actors in the policymaking process. We analyze data from simultaneous and parallel surveys of (1) the U.S. public, (2) scientists who actively publish research on energy technologies in the United States, and (3) congressional policy advisors and find that beliefs about global warming vary markedly among them. Scientists and policy advisors are more likely than the public to express a belief in the existence and anthropogenic nature of global warming. We also find ideological polarization about global warming in all three groups, although scientists are less polarized than the public and policy advisors over whether global warming is actually occurring. Alarmingly, there is evidence that the ideological divide about global warming gets significantly larger according to respondents' knowledge about politics, energy, and science.","[Bolsen, Toby] Georgia State Univ, Atlanta, GA 30303 USA; [Druckman, James N.] Northwestern Univ, Evanston, IL 60208 USA; [Druckman, James N.] Northwestern Univ, Inst Policy Res, Evanston, IL 60208 USA; [Cook, Fay Lomax] Natl Sci Fdn, Arlington, VA 22230 USA",University System of Georgia; Georgia State University; Northwestern University; Northwestern University; National Science Foundation (NSF),"Bolsen, T (corresponding author), Georgia State Univ, Atlanta, GA 30303 USA.",,,,Initiative for Sustainability and Energy at Northwestern,Initiative for Sustainability and Energy at Northwestern,The authors thank Elizabeth Karampelas and Adnan Rasool for research assistance. They are also grateful to the Initiative for Sustainability and Energy at Northwestern for research funding.,,57,78,88,5,71,SAGE PUBLICATIONS INC,THOUSAND OAKS,"2455 TELLER RD, THOUSAND OAKS, CA 91320 USA",0002-7162,1552-3349,,ANN AM ACAD POLIT SS,Ann. Am. Acad. Polit. Soc. Sci.,MAR,2015,658,1,,,,,271,295,,10.1177/0002716214558393,http://dx.doi.org/10.1177/0002716214558393,,,25,"Political Science; Social Sciences, Interdisciplinary",Social Science Citation Index (SSCI),Government & Law; Social Sciences - Other Topics,CB4WB,,,,,2024-06-14,WOS:000349627900015,View Full Record in Web of Science,,,,,,
