"","country","year","item","r","n","survey","cc_rank"
"6620","Malta",1999,"envact_taxex_4",4,47.7047780683307,"evs_combo",117
"6621","Malta",2008,"envact_income_4",1,140.960813271354,"evs_combo",117
"6622","Malta",2008,"envact_income_4",2,270.651492020072,"evs_combo",117
"6623","Malta",2008,"envact_income_4",3,626.085574918205,"evs_combo",117
"6624","Malta",2008,"envact_income_4",4,250.613072848137,"evs_combo",117
"6625","Malta",2008,"gen_evncon_4",1,350.634286445441,"evs_combo, evs_combo, evs_combo, evs_combo, evs_combo, evs_combo",117
"6626","Malta",2008,"gen_evncon_4",2,2160.35463978261,"evs_combo, evs_combo, evs_combo, evs_combo, evs_combo, evs_combo",117
"6627","Malta",2008,"gen_evncon_4",3,3405.82885652117,"evs_combo, evs_combo, evs_combo, evs_combo, evs_combo, evs_combo",117
"6628","Malta",2008,"gen_evncon_4",4,1442.46751778006,"evs_combo, evs_combo, evs_combo, evs_combo, evs_combo, evs_combo",117
"6629","Malta",2020,"climate_indbeh_2",1,23.7135200428601,"eib2021",117
"6630","Malta",2020,"climate_indbeh_2",2,176.311279939633,"eib2021",117
"6631","Malta",2020,"climate_tax_2",1,464.115456258,"eib2021, eib2021, eib2021",117
"6632","Malta",2020,"climate_tax_2",2,135.95894368948,"eib2021, eib2021, eib2021",117
"6633","Malta",2020,"gen_clicon_2",1,1360.86827411147,"eib2021, eib2021, eib2021, eb943, eb943, eb943",117
"6634","Malta",2020,"gen_clicon_2",2,670.226537042887,"eib2021, eib2021, eib2021, eb943, eb943, eb943",117
"6635","Malta",2020,"gen_clicon_2",3,126.25883046187,"eib2021",117
"6636","Malta",2020,"gen_clicon_2",4,47.6788913000449,"eib2021",117
"6637","Malta",2020,"ind_change_4",1,6.11004327597729,"eib2021",117
"6638","Malta",2020,"ind_change_4",2,26.5021786679384,"eib2021",117
"6639","Malta",2020,"ind_change_4",3,117.766134881053,"eib2021",117
"6640","Malta",2020,"ind_change_4",4,49.6464431575249,"eib2021",117
"6641","Malta",2020,"priority_concern_2",1,66.4711804077872,"eib2021",117
"6642","Malta",2020,"priority_concern_2",2,133.553619574706,"eib2021",117
"6643","Malta",2020,"sup_govaction_2",1,1334.40790790758,"eib2021, eib2021, eib2021, eib2021, eib2021, eib2021, eib2021, eib2021, eib2021, eib2021",117
"6644","Malta",2020,"sup_govaction_2",2,665.840091917352,"eib2021, eib2021, eib2021, eib2021, eib2021, eib2021, eib2021, eib2021, eib2021, eib2021",117
"6645","Malta",2021,"climate_chg_2",1,355.741436209768,"eb952",117
"6646","Malta",2021,"climate_chg_2",2,98.4978017756018,"eb952",117
"6647","Malta",2021,"climate_indbeh_2",1,29.2957242591902,"eib2022",117
"6648","Malta",2021,"climate_indbeh_2",2,170.744057315907,"eib2022",117
"6649","Malta",2021,"climate_tax_4",1,8.14972751890943,"eib2022",117
"6650","Malta",2021,"climate_tax_4",2,24.2594658328243,"eib2022",117
"6651","Malta",2021,"climate_tax_4",3,87.0029969651131,"eib2022",117
"6652","Malta",2021,"climate_tax_4",4,80.6275912582506,"eib2022",117
"6653","Malta",2021,"gen_clicon_10",1,4.3982198645354,"eb951_c",117
"6654","Malta",2021,"gen_clicon_10",2,6.56945766735929,"eb951_c",117
"6655","Malta",2021,"gen_clicon_10",3,10.7151504198446,"eb951_c",117
"6656","Malta",2021,"gen_clicon_10",4,5.1761203652645,"eb951_c",117
"6657","Malta",2021,"gen_clicon_10",5,18.2176746777135,"eb951_c",117
"6658","Malta",2021,"gen_clicon_10",6,24.2811676791595,"eb951_c",117
"6659","Malta",2021,"gen_clicon_10",7,82.0822254200973,"eb951_c",117
"6660","Malta",2021,"gen_clicon_10",8,87.5344112834436,"eb951_c",117
"6661","Malta",2021,"gen_clicon_10",9,90.3329855245282,"eb951_c",117
"6662","Malta",2021,"gen_clicon_10",10,186.125334146901,"eb951_c",117
"6663","Malta",2021,"gen_clicon_2",1,2380.24943244285,"eib2022, eib2022, eb962_c, eb953, eb953, eb953, eb951_c, eb951_c, eb942_c",117
"6664","Malta",2021,"gen_clicon_2",2,1624.44068590625,"eib2022, eib2022, eb962_c, eb953, eb953, eb953, eb951_c, eb951_c, eb942_c",117
"6665","Malta",2021,"gen_clicon_3",1,25.5421671611453,"eb952",117
"6666","Malta",2021,"gen_clicon_3",2,213.635980647709,"eb952",117
"6667","Malta",2021,"gen_clicon_3",3,279.820302778252,"eb952",117
"6668","Malta",2021,"gen_clicon_4",1,3.7088464793621,"eib2022",117
"6669","Malta",2021,"gen_clicon_4",2,11.5972100277909,"eib2022",117
"6670","Malta",2021,"gen_clicon_4",3,133.090829222875,"eib2022",117
"6671","Malta",2021,"gen_clicon_4",4,51.64289584507,"eib2022",117
"6672","Malta",2021,"sup_govaction_3",1,4.06782085581279,"eb951_c",117
"6673","Malta",2021,"sup_govaction_3",2,86.6396401890159,"eb951_c",117
"6674","Malta",2021,"sup_govaction_3",3,411.401735089365,"eb951_c",117
"6675","Malta",2021,"sup_govaction_4",1,23.8485561458171,"eib2022, eib2022, eib2022, eb951_c",117
"6676","Malta",2021,"sup_govaction_4",2,22.3152965968966,"eib2022, eib2022, eib2022, eb951_c",117
"6677","Malta",2021,"sup_govaction_4",3,331.495265238668,"eib2022, eib2022, eib2022, eb951_c",117
"6678","Malta",2021,"sup_govaction_4",4,728.827666642694,"eib2022, eib2022, eib2022, eb951_c",117
"6679","Malta",2022,"air_health_4",1,3.34847223277044,"eb972, eb972",117
"6680","Malta",2022,"air_health_4",2,46.0072270239917,"eb972, eb972, eb972",117
"6681","Malta",2022,"air_health_4",3,380.297181150993,"eb972, eb972, eb972",117
"6682","Malta",2022,"air_health_4",4,1217.01680674343,"eb972, eb972, eb972",117
"6683","Malta",2022,"climate_chg_4",1,9.57867556915552,"eb973, eb973",117
"6684","Malta",2022,"climate_chg_4",2,13.2226367659326,"eb973, eb973",117
"6685","Malta",2022,"climate_chg_4",3,333.040246366718,"eb973, eb973",117
"6686","Malta",2022,"climate_chg_4",4,617.723565148138,"eb973, eb973",117
"6687","Malta",2022,"climate_eco_4",1,221.497062529377,"eb973",117
"6688","Malta",2022,"climate_eco_4",2,77.421264912123,"eb973",117
"6689","Malta",2022,"climate_eco_4",3,103.062828565485,"eb973",117
"6690","Malta",2022,"climate_eco_4",4,67.9726799072317,"eb973",117
"6691","Malta",2022,"climate_pri_2",1,642.570500759052,"eb973_c, eb973",117
"6692","Malta",2022,"climate_pri_2",2,347.841844164842,"eb973_c, eb973",117
"6693","Malta",2022,"climate_pri_4",1,2.5909300816455,"eb973",117
"6694","Malta",2022,"climate_pri_4",2,6.58719353967181,"eb973",117
"6695","Malta",2022,"climate_pri_4",3,108.213807401491,"eb973",117
"6696","Malta",2022,"climate_pri_4",4,347.052263104702,"eb973",117
"6697","Malta",2022,"gen_clicon_2",1,853.853934474834,"eb963, eb963",117
"6698","Malta",2022,"gen_clicon_2",2,142.159402707859,"eb963, eb963",117
"6699","Malta",2022,"gh_env_4",1,52.9573332441621,"eb972",117
"6700","Malta",2022,"gh_env_4",2,64.7625806891669,"eb972",117
"6701","Malta",2022,"gh_env_4",3,152.571036855608,"eb972",117
"6702","Malta",2022,"gh_env_4",4,210.406333994277,"eb972",117
"6703","Malta",2022,"sup_govaction_3",1,4.77442814368915,"eb972",117
"6704","Malta",2022,"sup_govaction_3",2,21.7954595908514,"eb972",117
"6705","Malta",2022,"sup_govaction_3",3,153.231478335146,"eb972",117
"6706","Portugal",1990,"envact_govaction_4",1,22.7141302293553,"evs_combo",117
"6707","Portugal",1990,"envact_govaction_4",2,72.4107453220312,"evs_combo",117
"6708","Portugal",1990,"envact_govaction_4",3,308.337293988784,"evs_combo",117
"6709","Portugal",1990,"envact_govaction_4",4,726.12816794576,"evs_combo",117
"6710","Portugal",1990,"envact_income_4",1,95.1789053568796,"evs_combo",117
"6711","Portugal",1990,"envact_income_4",2,81.9524089721362,"evs_combo",117
"6712","Portugal",1990,"envact_income_4",3,486.441144816678,"evs_combo",117
"6713","Portugal",1990,"envact_income_4",4,470.912978717923,"evs_combo",117
"6714","Portugal",1990,"envact_taxex_4",1,170.593707864335,"evs_combo",117
"6715","Portugal",1990,"envact_taxex_4",2,215.524894112508,"evs_combo",117
"6716","Portugal",1990,"envact_taxex_4",3,480.940910617467,"evs_combo",117
"6717","Portugal",1990,"envact_taxex_4",4,250.990058438266,"evs_combo",117
"6718","Portugal",1990,"envimp_unemp_4",1,195.198881285953,"evs_combo",117
"6719","Portugal",1990,"envimp_unemp_4",2,350.999228406241,"evs_combo",117
"6720","Portugal",1990,"envimp_unemp_4",3,241.578066321345,"evs_combo",117
"6721","Portugal",1990,"envimp_unemp_4",4,241.264693449484,"evs_combo",117
"6722","Portugal",1990,"gen_evncon_4",1,109.691311112362,"evs_combo",117
"6723","Portugal",1990,"gen_evncon_4",2,153.628348939459,"evs_combo",117
"6724","Portugal",1990,"gen_evncon_4",3,220.463218334589,"evs_combo",117
"6725","Portugal",1990,"gen_evncon_4",4,602.086540494395,"evs_combo",117
"6726","Portugal",1999,"envact_govaction_4",1,31.2560984470386,"evs_combo",117
"6727","Portugal",1999,"envact_govaction_4",2,204.265527107256,"evs_combo",117
"6728","Portugal",1999,"envact_govaction_4",3,418.927910299213,"evs_combo",117
"6729","Portugal",1999,"envact_govaction_4",4,296.620213943881,"evs_combo",117
"6730","Portugal",1999,"envact_income_4",1,97.4075256276979,"evs_combo",117
"6731","Portugal",1999,"envact_income_4",2,297.569399750731,"evs_combo",117
"6732","Portugal",1999,"envact_income_4",3,475.318945899037,"evs_combo",117
"6733","Portugal",1999,"envact_income_4",4,49.7689791458053,"evs_combo",117
"6734","Portugal",1999,"envact_taxex_4",1,134.070666584506,"evs_combo",117
"6735","Portugal",1999,"envact_taxex_4",2,390.236306894983,"evs_combo",117
"6736","Portugal",1999,"envact_taxex_4",3,352.880189157833,"evs_combo",117
"6737","Portugal",1999,"envact_taxex_4",4,37.0234568188828,"evs_combo",117
"6738","Portugal",2008,"envact_income_4",1,237.014895528071,"evs_combo",117
"6739","Portugal",2008,"envact_income_4",2,416.740669509329,"evs_combo",117
"6740","Portugal",2008,"envact_income_4",3,605.796635324998,"evs_combo",117
"6741","Portugal",2008,"envact_income_4",4,106.914601169405,"evs_combo",117
"6742","Portugal",2008,"gen_evncon_4",1,362.757050205592,"evs_combo, evs_combo, evs_combo, evs_combo, evs_combo, evs_combo",117
"6743","Portugal",2008,"gen_evncon_4",2,1902.54353623397,"evs_combo, evs_combo, evs_combo, evs_combo, evs_combo, evs_combo",117
"6744","Portugal",2008,"gen_evncon_4",3,4044.51849426637,"evs_combo, evs_combo, evs_combo, evs_combo, evs_combo, evs_combo",117
"6745","Portugal",2008,"gen_evncon_4",4,2020.27951999749,"evs_combo, evs_combo, evs_combo, evs_combo, evs_combo, evs_combo",117
"6746","Portugal",2020,"climate_indbeh_2",1,145.185781259521,"eib2021",117
"6747","Portugal",2020,"climate_indbeh_2",2,854.93813364241,"eib2021",117
"6748","Portugal",2020,"climate_tax_2",1,2353.77788415758,"eib2021, eib2021, eib2021",117
"6749","Portugal",2020,"climate_tax_2",2,646.593860548213,"eib2021, eib2021, eib2021",117
"6750","Portugal",2020,"gen_clicon_2",1,3737.37934619461,"eib2021, eib2021, eib2021, eb943, eb943, eb943",117
"6751","Portugal",2020,"gen_clicon_2",2,1802.17331086294,"eib2021, eib2021, eib2021, eb943, eb943, eb943",117
"6752","Portugal",2020,"gen_clicon_2",3,601.478426961948,"eib2021",117
"6753","Portugal",2020,"gen_clicon_2",4,159.25457893989,"eib2021",117
"6754","Portugal",2020,"ind_change_4",1,44.8306392889895,"eib2021",117
"6755","Portugal",2020,"ind_change_4",2,121.516324677866,"eib2021",117
"6756","Portugal",2020,"ind_change_4",3,607.520422804157,"eib2021",117
"6757","Portugal",2020,"ind_change_4",4,226.256528130918,"eib2021",117
"6758","Portugal",2020,"priority_concern_2",1,441.66374560322,"eib2021",117
"6759","Portugal",2020,"priority_concern_2",2,558.460169298711,"eib2021",117
"6760","Portugal",2020,"sup_govaction_2",1,6741.30919778776,"eib2021, eib2021, eib2021, eib2021, eib2021, eib2021, eib2021, eib2021, eib2021, eib2021",117
"6761","Portugal",2020,"sup_govaction_2",2,3259.92995123154,"eib2021, eib2021, eib2021, eib2021, eib2021, eib2021, eib2021, eib2021, eib2021, eib2021",117
"6762","Portugal",2021,"climate_chg_2",1,868.030628662525,"eb952",117
"6763","Portugal",2021,"climate_chg_2",2,132.862890815379,"eb952",117
"6764","Portugal",2021,"climate_indbeh_2",1,148.548658909111,"eib2022",117
"6765","Portugal",2021,"climate_indbeh_2",2,851.650174951659,"eib2022",117
"6766","Portugal",2021,"climate_tax_4",1,72.2288102167109,"eib2022",117
"6767","Portugal",2021,"climate_tax_4",2,153.445951703089,"eib2022",117
"6768","Portugal",2021,"climate_tax_4",3,387.857123799727,"eib2022",117
"6769","Portugal",2021,"climate_tax_4",4,386.666948141243,"eib2022",117
"6770","Portugal",2021,"gen_clicon_10",1,2.44913051994186,"eb951_c",117
"6771","Portugal",2021,"gen_clicon_10",2,4.85143563681141,"eb951_c",117
"6772","Portugal",2021,"gen_clicon_10",3,5.81179287112349,"eb951_c",117
"6773","Portugal",2021,"gen_clicon_10",4,11.6638955608995,"eb951_c",117
"6774","Portugal",2021,"gen_clicon_10",5,38.1963663515888,"eb951_c",117
"6775","Portugal",2021,"gen_clicon_10",6,34.8099036929196,"eb951_c",117
"6776","Portugal",2021,"gen_clicon_10",7,88.5936755548116,"eb951_c",117
"6777","Portugal",2021,"gen_clicon_10",8,177.227545608375,"eb951_c",117
"6778","Portugal",2021,"gen_clicon_10",9,168.71728890927,"eb951_c",117
"6779","Portugal",2021,"gen_clicon_10",10,502.678965294258,"eb951_c",117
"6780","Portugal",2021,"gen_clicon_2",1,6190.26024236651,"eib2022, eib2022, eb962_c, eb953, eb953, eb953, eb951_c, eb951_c, eb942_c",117
"6781","Portugal",2021,"gen_clicon_2",2,2859.40966962963,"eib2022, eib2022, eb962_c, eb953, eb953, eb953, eb951_c, eb951_c, eb942_c",117
"6782","Portugal",2021,"gen_clicon_3",1,8.46755393026585,"eb952",117
"6783","Portugal",2021,"gen_clicon_3",2,284.688203373385,"eb952",117
"6784","Portugal",2021,"gen_clicon_3",3,737.846000545565,"eb952",117
"6785","Portugal",2021,"gen_clicon_4",1,20.1248656951896,"eib2022",117
"6786","Portugal",2021,"gen_clicon_4",2,207.799744591938,"eib2022",117
"6787","Portugal",2021,"gen_clicon_4",3,602.990302596098,"eib2022",117
"6788","Portugal",2021,"gen_clicon_4",4,169.283920977544,"eib2022",117
"6789","Portugal",2021,"sup_govaction_3",1,11.3382668791732,"eb951_c",117
"6790","Portugal",2021,"sup_govaction_3",2,140.461530143522,"eb951_c",117
"6791","Portugal",2021,"sup_govaction_3",3,881.079239473959,"eb951_c",117
"6792","Portugal",2021,"sup_govaction_4",1,59.6712886053825,"eib2022, eib2022, eib2022, eb951_c",117
"6793","Portugal",2021,"sup_govaction_4",2,131.663537960352,"eib2022, eib2022, eib2022, eb951_c",117
"6794","Portugal",2021,"sup_govaction_4",3,874.485141888889,"eib2022, eib2022, eib2022, eb951_c",117
"6795","Portugal",2021,"sup_govaction_4",4,2969.77653312769,"eib2022, eib2022, eib2022, eb951_c",117
"6796","Portugal",2022,"air_health_4",1,10.0426458969477,"eb972, eb972, eb972",117
"6797","Portugal",2022,"air_health_4",2,562.946894262106,"eb972, eb972, eb972",117
"6798","Portugal",2022,"air_health_4",3,712.876663797387,"eb972, eb972, eb972",117
"6799","Portugal",2022,"air_health_4",4,1684.65420379199,"eb972, eb972, eb972",117
"6800","Portugal",2022,"climate_chg_4",1,2.54150416768366,"eb973, eb973",117
"6801","Portugal",2022,"climate_chg_4",2,23.3641216715897,"eb973, eb973",117
"6802","Portugal",2022,"climate_chg_4",3,751.421846962098,"eb973, eb973",117
"6803","Portugal",2022,"climate_chg_4",4,1124.76018087261,"eb973, eb973",117
"6804","Portugal",2022,"climate_eco_4",1,232.229736654372,"eb973",117
"6805","Portugal",2022,"climate_eco_4",2,291.51174427352,"eb973",117
"6806","Portugal",2022,"climate_eco_4",3,302.808286232557,"eb973",117
"6807","Portugal",2022,"climate_eco_4",4,69.982042959251,"eb973",117
"6808","Portugal",2022,"climate_pri_2",1,1668.68291622836,"eb973_c, eb973",117
"6809","Portugal",2022,"climate_pri_2",2,300.880416185561,"eb973_c, eb973",117
"6810","Portugal",2022,"climate_pri_4",1,1.03616350135009,"eb973",117
"6811","Portugal",2022,"climate_pri_4",2,11.0919897943156,"eb973",117
"6812","Portugal",2022,"climate_pri_4",3,428.012018120681,"eb973",117
"6813","Portugal",2022,"climate_pri_4",4,494.046577334096,"eb973",117
"6814","Portugal",2022,"gen_clicon_2",1,1951.76241808127,"eb963, eb963",117
"6815","Portugal",2022,"gen_clicon_2",2,160.269117109758,"eb963, eb963",117
"6816","Portugal",2022,"gh_env_4",1,130.528051090592,"eb972",117
"6817","Portugal",2022,"gh_env_4",2,93.324581162286,"eb972",117
"6818","Portugal",2022,"gh_env_4",3,239.175557183101,"eb972",117
"6819","Portugal",2022,"gh_env_4",4,483.241966251617,"eb972",117
"6820","Portugal",2022,"sup_govaction_3",1,17.8410957531523,"eb972",117
"6821","Portugal",2022,"sup_govaction_3",2,63.3350141872364,"eb972",117
"6822","Portugal",2022,"sup_govaction_3",3,250.868229126612,"eb972",117
"6823","Brazil",1991,"envact_govaction_4",1,305.186248971751,"wvs_combo",115
"6824","Brazil",1991,"envact_govaction_4",2,302.175113462535,"wvs_combo",115
"6825","Brazil",1991,"envact_govaction_4",3,222.354501546748,"wvs_combo",115
"6826","Brazil",1991,"envact_govaction_4",4,919.121075168468,"wvs_combo",115
"6827","Brazil",1991,"envact_income_4",1,329.744866585946,"wvs_combo",115
"6828","Brazil",1991,"envact_income_4",2,161.907230829313,"wvs_combo",115
"6829","Brazil",1991,"envact_income_4",3,421.446705634001,"wvs_combo",115
"6830","Brazil",1991,"envact_income_4",4,840.596781706183,"wvs_combo",115
"6831","Brazil",1991,"envact_taxex_4",1,341.248425468297,"wvs_combo",115
"6832","Brazil",1991,"envact_taxex_4",2,176.279022890597,"wvs_combo",115
"6833","Brazil",1991,"envact_taxex_4",3,440.421963806572,"wvs_combo",115
"6834","Brazil",1991,"envact_taxex_4",4,796.011560973622,"wvs_combo",115
"6835","Brazil",1991,"envimp_unemp_4",1,514.628594116937,"wvs_combo",115
"6836","Brazil",1991,"envimp_unemp_4",2,289.222126008185,"wvs_combo",115
"6837","Brazil",1991,"envimp_unemp_4",3,213.760006195626,"wvs_combo",115
"6838","Brazil",1991,"envimp_unemp_4",4,691.285285457591,"wvs_combo",115
"6839","Brazil",1991,"gen_evncon_4",1,311.228935466542,"wvs_combo",115
"6840","Brazil",1991,"gen_evncon_4",2,203.501730528312,"wvs_combo",115
"6841","Brazil",1991,"gen_evncon_4",3,265.622989350152,"wvs_combo",115
"6842","Brazil",1991,"gen_evncon_4",4,939.402858782192,"wvs_combo",115
"6843","Brazil",1997,"envact_buy_4",1,234.164896399686,"wvs_combo",115
"6844","Brazil",1997,"envact_buy_4",2,267.188151020154,"wvs_combo",115
"6845","Brazil",1997,"envact_buy_4",3,290.204358785935,"wvs_combo",115
"6846","Brazil",1997,"envact_buy_4",4,338.238183688435,"wvs_combo",115
"6847","Brazil",1997,"envact_envorg_2",1,1037.73075883109,"wvs_combo",115
"6848","Brazil",1997,"envact_envorg_2",2,106.074696659687,"wvs_combo",115
"6849","Brazil",1997,"envact_petition_2",1,1028.72441666187,"wvs_combo",115
"6850","Brazil",1997,"envact_petition_2",2,115.081038828905,"wvs_combo",115
"6851","Brazil",1997,"envact_product_2",1,878.618713841556,"wvs_combo",115
"6852","Brazil",1997,"envact_product_2",2,265.186741649217,"wvs_combo",115
"6853","Brazil",1997,"envact_recycle_2",1,814.573613971556,"wvs_combo",115
"6854","Brazil",1997,"envact_recycle_2",2,329.231841519216,"wvs_combo",115
"6855","Brazil",1997,"envact_taxex_4",1,128.090199739999,"wvs_combo",115
"6856","Brazil",1997,"envact_taxex_4",2,176.124024642499,"wvs_combo",115
"6857","Brazil",1997,"envact_taxex_4",3,350.24663991406,"wvs_combo",115
"6858","Brazil",1997,"envact_taxex_4",4,477.33613496859,"wvs_combo",115
"6859","Brazil",1997,"envact_water_2",1,572.403080088121,"wvs_combo",115
"6860","Brazil",1997,"envact_water_2",2,571.402375402652,"wvs_combo",115
"6861","Brazil",1997,"envimp_eco_3",1,512.360798959996,"wvs_combo",115
"6862","Brazil",1997,"envimp_eco_3",2,50.0352342734371,"wvs_combo",115
"6863","Brazil",1997,"envimp_eco_3",3,540.380530153121,"wvs_combo",115
"6864","Brazil",2006,"env_seriplant_4",1,9.06990893224903,"wvs_combo",115
"6865","Brazil",2006,"env_seriplant_4",2,51.1348045790114,"wvs_combo",115
"6866","Brazil",2006,"env_seriplant_4",3,560.709591659428,"wvs_combo",115
"6867","Brazil",2006,"env_seriplant_4",4,860.208205359639,"wvs_combo",115
"6868","Brazil",2006,"env_seririver_4",1,2.94053469288122,"wvs_combo",115
"6869","Brazil",2006,"env_seririver_4",2,26.3123168503218,"wvs_combo",115
"6870","Brazil",2006,"env_seririver_4",3,384.295072453785,"wvs_combo",115
"6871","Brazil",2006,"env_seririver_4",4,1078.19101050483,"wvs_combo",115
"6872","Brazil",2006,"envact_govaction_4",1,34.4848158361455,"wvs_combo",115
"6873","Brazil",2006,"envact_govaction_4",2,238.069938288153,"wvs_combo",115
"6874","Brazil",2006,"envact_govaction_4",3,524.678260784038,"wvs_combo",115
"6875","Brazil",2006,"envact_govaction_4",4,694.601729061482,"wvs_combo",115
"6876","Brazil",2006,"envact_income_4",1,187.719171820341,"wvs_combo",115
"6877","Brazil",2006,"envact_income_4",2,520.478639455899,"wvs_combo",115
"6878","Brazil",2006,"envact_income_4",3,610.354567116808,"wvs_combo",115
"6879","Brazil",2006,"envact_income_4",4,175.974595416046,"wvs_combo",115
"6880","Brazil",2006,"envact_taxex_4",1,201.219444567103,"wvs_combo",115
"6881","Brazil",2006,"envact_taxex_4",2,552.519530306375,"wvs_combo",115
"6882","Brazil",2006,"envact_taxex_4",3,613.905083352126,"wvs_combo",115
"6883","Brazil",2006,"envact_taxex_4",4,124.839790837034,"wvs_combo",115
"6884","Brazil",2006,"envimp_eco_3",1,449.962492744363,"wvs_combo",115
"6885","Brazil",2006,"envimp_eco_3",2,72.2151571363907,"wvs_combo",115
"6886","Brazil",2006,"envimp_eco_3",3,911.399695856263,"wvs_combo",115
"6887","Brazil",2006,"gh_env_4",1,20.5837428501686,"wvs_combo",115
"6888","Brazil",2006,"gh_env_4",2,74.2582818828466,"wvs_combo",115
"6889","Brazil",2006,"gh_env_4",3,468.119872976091,"wvs_combo",115
"6890","Brazil",2006,"gh_env_4",4,883.218310828247,"wvs_combo",115
"6891","Brazil",2009,"air_health_4",1,68.2608489436954,"pipa2009, pipa2009, pipa2009",115
"6892","Brazil",2009,"air_health_4",2,251.665331420823,"pipa2009, pipa2009, pipa2009",115
"6893","Brazil",2009,"air_health_4",3,790.207410908038,"pipa2009, pipa2009, pipa2009",115
"6894","Brazil",2009,"air_health_4",4,1787.6581919719,"pipa2009, pipa2009, pipa2009",115
"6895","Brazil",2009,"climate_eco_4",1,36.8321019783371,"pipa2009",115
"6896","Brazil",2009,"climate_eco_4",2,89.3909634710467,"pipa2009",115
"6897","Brazil",2009,"climate_eco_4",3,426.406728890165,"pipa2009",115
"6898","Brazil",2009,"climate_eco_4",4,374.590600176084,"pipa2009",115
"6899","Brazil",2009,"climate_indtax_2",1,750.292275308394,"pipa2009",115
"6900","Brazil",2009,"climate_indtax_2",2,196.111997882857,"pipa2009",115
"6901","Brazil",2009,"gen_clicon_2",1,130.282938893664,"pipa2009",115
"6902","Brazil",2009,"gen_clicon_2",2,803.095806740218,"pipa2009",115
"6903","Brazil",2009,"gen_clicon_3",1,129.216922578321,"pipa2009, pipa2009",115
"6904","Brazil",2009,"gen_clicon_3",2,261.223497460754,"pipa2009, pipa2009",115
"6905","Brazil",2009,"gen_clicon_3",3,1434.10364262674,"pipa2009, pipa2009",115
"6906","Brazil",2009,"gen_clicon_4",1,13.169688322841,"pipa2009",115
"6907","Brazil",2009,"gen_clicon_4",2,28.6897130270558,"pipa2009",115
"6908","Brazil",2009,"gen_clicon_4",3,123.957558451957,"pipa2009",115
"6909","Brazil",2009,"gen_clicon_4",4,783.219431010012,"pipa2009",115
"6910","Brazil",2009,"gen_clicon_6",1,8.98920076462574,"pipa2009",115
"6911","Brazil",2009,"gen_clicon_6",2,1.77699705695435,"pipa2009",115
"6912","Brazil",2009,"gen_clicon_6",3,7.04587742529299,"pipa2009",115
"6913","Brazil",2009,"gen_clicon_6",4,22.7685149196831,"pipa2009",115
"6914","Brazil",2009,"gen_clicon_6",5,137.343294922539,"pipa2009",115
"6915","Brazil",2009,"gen_clicon_6",6,733.585754977216,"pipa2009",115
"6916","Brazil",2009,"gh_env_4",1,75.0689812765529,"pipa2009, pipa2009, pipa2009, pipa2009",115
"6917","Brazil",2009,"gh_env_4",2,234.820016769979,"pipa2009, pipa2009, pipa2009, pipa2009",115
"6918","Brazil",2009,"gh_env_4",3,1021.74616473774,"pipa2009, pipa2009, pipa2009, pipa2009",115
"6919","Brazil",2009,"gh_env_4",4,2508.62758661014,"pipa2009, pipa2009, pipa2009, pipa2009",115
"6920","Brazil",2009,"intcomm_coop_2",1,226.625939388956,"pipa2009, pipa2009",115
"6921","Brazil",2009,"intcomm_coop_2",2,1488.99555941848,"pipa2009, pipa2009",115
"6922","Brazil",2009,"sup_govaction_2",1,557.599563511258,"pipa2009",115
"6923","Brazil",2009,"sup_govaction_2",2,324.38847378673,"pipa2009",115
"6924","Brazil",2009,"sup_govaction_4",1,728.192270217173,"pipa2009, pipa2009, pipa2009, pipa2009",115
"6925","Brazil",2009,"sup_govaction_4",2,830.344099830296,"pipa2009, pipa2009, pipa2009, pipa2009",115
"6926","Brazil",2009,"sup_govaction_4",3,1316.73284715148,"pipa2009, pipa2009, pipa2009, pipa2009",115
"6927","Brazil",2009,"sup_govaction_4",4,681.202655042749,"pipa2009, pipa2009, pipa2009, pipa2009",115
"6928","Brazil",2014,"envact_envorg_2",1,1372.91697084472,"wvs_combo",115
"6929","Brazil",2014,"envact_envorg_2",2,106.536533535144,"wvs_combo",115
"6930","Brazil",2014,"envact_petition_2",1,1371.23963581985,"wvs_combo",115
"6931","Brazil",2014,"envact_petition_2",2,109.891203584886,"wvs_combo",115
"6932","Brazil",2014,"envimp_eco_3",1,446.910328478038,"wvs_combo",115
"6933","Brazil",2014,"envimp_eco_3",2,24.0047379225778,"wvs_combo",115
"6934","Brazil",2014,"envimp_eco_3",3,897.354995186317,"wvs_combo",115
"6935","Brazil",2018,"envimp_eco_3",1,484.319157888171,"wvs_combo",115
"6936","Brazil",2018,"envimp_eco_3",2,43.6822938101407,"wvs_combo",115
"6937","Brazil",2018,"envimp_eco_3",3,959.775146507938,"wvs_combo",115
"6938","Greece",1999,"envact_govaction_4",1,44.0875915775373,"evs_combo",112
"6939","Greece",1999,"envact_govaction_4",2,282.561382383307,"evs_combo",112
"6940","Greece",1999,"envact_govaction_4",3,382.760454150437,"evs_combo",112
"6941","Greece",1999,"envact_govaction_4",4,404.804249939206,"evs_combo",112
"6942","Greece",1999,"envact_income_4",1,36.0716658361669,"evs_combo",112
"6943","Greece",1999,"envact_income_4",2,162.322496262751,"evs_combo",112
"6944","Greece",1999,"envact_income_4",3,594.180495579082,"evs_combo",112
"6945","Greece",1999,"envact_income_4",4,320.637029654817,"evs_combo",112
