survey,item,variable,values,question_text,response_categories,agreed,categories,notes
eb711,gen_clicon_2,v469,c(0:1),Themes for next European elections in total The fight against climate change,"0 Not mentioned
1 Mentioned",NA,NA,NA
eb711,gen_clicon_2,v511,c(0:1),Most serious problem currently facing the world as a whole in total climate change,"0 Not mentioned
1 Mentioned",NA,NA,NA
eb711,gen_clicon_10,v522,c(1:10),"And how serious a problem do you think climate change is at this moment? Please use a scale from 1 to 10, '1' would mean that it is ""not at all a serious problem"" and '10' would mean that it is a problem extremely serious"".","1 Box 1 - Not at all a serious problem
2 Box2
3 Box3
4 Box4
5 Box5
6 Box6
7 Box7
8 Box8
9 Box9
10 Box 10 - A problem extremely serious
11 DK",NA,NA,NA
eb711,climate_chg_4,v523,c(4:1),"Personally, do you think that you are well informed or not about...?The different causes of climate change","1 Very well informed
2 Fairly well informed
3 Not very well informed
4 Not at all informed
5 DK",NA,NA,NA
eb711,climate_chg_4,v524,c(4:1),"Personally, do you think that you are well informed or not about...? The different consequences of climate change","1 Very well informed
2 Fairly well informed
3 Not very well informed
4 Not at all informed
5 DK",NA,NA,NA
eb711,climate_chg_4,v525,c(4:1),"Personally, do you think that you are well informed or not about...? The different consequences of climate change","2 Very well informed
2 Fairly well informed
3 Not very well informed
4 Not at all informed
5 DK",NA,NA,NA
eb711,climate_chg_4,v526,c(4:1),"Personally, do you think that you are well informed or not about...? Ways in which we can fight climate change","1 Totally agree
2 Tend to agree
3 Tend to disagree
4 Totally disagree
5 DK",NA,NA,NA
eb711,climate_chg_4,v527,c(1:4),"please tell me whether you totally agree, tend to agree, tend to disagree or totally disagree...? Climate change is an unstoppable process, we cannot do anything about it","1 Totally agree
2 Tend to agree
3 Tend to disagree
4 Totally disagree
5 DK",NA,NA,NA
eb711,climate_chg_4,v528,c(1:4),"please tell me whether you totally agree, tend to agree, tend to disagree or totally disagree...? Emission of CO2 (Carbon dioxide) has only a marginal impact on climate change","1 Totally agree
2 Tend to agree
3 Tend to disagree
4 Totally disagree
5 DK",NA,NA,NA
eb711,climate_chg_4,v529,c(4:1),"please tell me whether you totally agree, tend to agree, tend to disagree or totally disagree....? Fighting climate change can have a positive impact on the European economy","1 Totally agree
2 Tend to agree
3 Tend to disagree
4 Totally disagree
5 DK",NA,NA,NA
eb711,climate_chg_4,v530,c(4:1),"please tell me whether you totally agree, tend to agree, tend to disagree or totally disagree....? Alternative fuels, such as ""bio fuels"", should be used to reduce greenhouse gas emissions","1 Totally agree
2 Tend to agree
3 Tend to disagree
4 Totally disagree
5 DK",NA,NA,NA
eb721,gen_clicon_10,v385,c(1:10),"And how serious a problem do you think climate change is at this moment? Please use a scale from 1 to 10, '1' would mean that it is ""not at all a serious problem"" and '10' would mean that it is a problem extremely serious"".","1 Box 1 - Not at all a serious problem
2 Box2
3 Box3
4 Box4
5 Box5
6 Box6
7 Box7
8 Box8
9 Box9
10 Box10 - A problem extremely serious
11 DK",NA,NA,NA
eb721,sup_govaction_3,v387,c(1:3),"In your opinion, is each of the following currently doing too much, doing about the right amount, or not doing enough to fight climate change?he (NATIONALITY) Government","1 Doing too much
2 Doing about the right amount
3 Not doing enough",NA,NA,NA
eb721,sup_govaction_3,v388,c(1:3),"In your opinion, is each of the following currently doing too much, doing about the right amount, or not doing enough to fight climate change?The European Union","1 Doing too much
2 Doing about the right amount
3 Not doing enough",NA,NA,NA
eb721,sup_govaction_3,v389,c(1:3),"In your opinion, is each of the following currently doing too much, doing about the right amount, or not doing enough to fight climate change? Regional and local authorities","1 Doing too much
2 Doing about the right amount
3 Not doing enough",NA,NA,NA
eb721,gen_clicon_3,v390,c(1:3),"In your opinion, is each of the following currently doing too much, doing about the right amount, or not doing enough to fight climate change?Corporations and industry","1 Doing too much
2 Doing about the right amount
3 Not doing enough",NA,NA,NA
eb721,gen_indchge_3,v391,c(1:3),"In your opinion, is each of the following currently doing too much, doing about the right amount, or not doing enough to fight climate change?Citizens themselves","1 Doing too much
2 Doing about the right amount
3 Not doing enough",NA,NA,NA
eb721,climate_chg_4,v392,c(1:4),"For each of the following statements, please tell me whether you totally agree, tend to agree, tend to disagree or totally disagree. Climate change is an unstoppable process, we cannot do anything about it","1 Totally agree
2 Tend to agree
3 Tend to disagree
4 Totally disagree
5 DK",NA,NA,NA
eb721,climate_chg_4,v393,c(1:4),"For each of the following statements, please tell me whether you totally agree, tend to agree, tend to disagree or totally disagree. The seriousness of climate change has been exaggerated","1 Totally agree
2 Tend to agree
3 Tend to disagree
4 Totally disagree
5 DK",NA,NA,NA
eb721,climate_chg_4,v394,c(4:1),"For each of the following statements, please tell me whether you totally agree, tend to agree, tend to disagree or totally disagree. Emissions of CO2 (Carbon dioxide) and other greenhouse gases have only a marginal impact on climate change","1 Totally agree
2 Tend to agree
3 Tend to disagree
4 Totally disagree
5 DK",NA,NA,NA
eb721,climate_chg_4,v395,c(4:1),"For each of the following statements, please tell me whether you totally agree, tend to agree, tend to disagree or totally disagree. Emissions of CO2 (Carbon dioxide) have only a marginal impact on climate change","1 Totally agree
2 Tend to agree
3 Tend to disagree
4 Totally disagree
5 DK",NA,NA,NA
eb721,climate_chg_4,v396,c(4:1),"For each of the following statements, please tell me whether you totally agree, tend to agree, tend to disagree or totally disagree. Fighting climate change can have a positive impact on the European economy","1 Totally agree
2 Tend to agree
3 Tend to disagree
4 Totally disagree
5 DK",NA,NA,NA
eb721,climate_chg_4,v397,c(4:1),"For each of the following statements, please tell me whether you totally agree, tend to agree, tend to disagree or totally disagree.  Alternative fuels, such as ""bio fuels"", should be used to reduce greenhouse gas emissions","1 Totally agree
2 Tend to agree
3 Tend to disagree
4 Totally disagree
5 DK",NA,NA,NA
eb721,climate_chg_4,v398,c(4:1),"For each of the following statements, please tell me whether you totally agree, tend to agree, tend to disagree or totally disagree.  Alternative fuels should be used to reduce greenhouse gas emissions","1 Totally agree
2 Tend to agree
3 Tend to disagree
4 Totally disagree
5 DK",NA,NA,NA
eb721,climate_indbeh_100,v415,c(1:100),"Personally, how much would you be prepared to pay more for energy produced from sources that emit less greenhouse gases in order to fight the climate change? In average, how much, in percent, would you be ready to pay more?","0 0%;
100 100% ; 998 No ; 999 DK",NA,NA,NA
eb721,climate_indbeh_8,v416,c(1:8),Willingles to pay more for climate friendly energy,"10%
2 1-5%
3 6-10%
4 11-20%
5 21-30%
6 31-40%
7 41-50%
8 More than 50%
9 No",NA,NA,NA
eb734,gen_clicon_2,v331,c(0:1),"European integration has been focusing on various issues in the last years. In your opinion, which aspects should be emphasized by the European institutions in the coming years, to strengthen the European Union in the future? The fight against climate change",0 Not mentioned 1 Mentioned,NA,NA,NA
eb742,gen_clicon_2,v170,c(0:1),What do you think are the two most important issues facing (OUR COUNTRY) at the moment? Climate change,0 Not mentioned 1 Mentioned,NA,NA,NA
eb742,gen_clicon_2,v188,c(0:1),"And personally, what are the two most important issues you are facing at the moment? Climate change",0 Not mentioned 1 Mentioned,NA,NA,NA
eb742,gen_clicon_2,v276,c(0:1),What do you think are the two most important issues facing the European Union at the moment? Climate change,0 Not mentioned 1 Mentioned,NA,NA,NA
eb742,gen_clicon_2,v367,c(0:1),"European integration has been focusing on various issues in the last years. In your opinion, which aspects should be emphasized by the European institutions in the coming years, to strengthen the European Union in the future?  The fight against climate change",0 Not mentioned 1 Mentioned,NA,NA,NA
eb742,gen_clicon_2,v447,c(0:1),"Refocus research on new challenges such as climate change, energy and resource efficiency","0 Not mentioned
1 Mentioned",NA,NA,NA
eb751,climate_chg_4,v368,c(4:1),"Personally, do you think that you are well informed or not about...?  The different causes of climate change","1 Very well informed
2 Fairly well informed
3 Not very well informed
4 Not at all informed
5 DK",NA,NA,NA
eb751,climate_chg_4,v369,c(4:1),"Personally, do you think that you are well informed or not about...? The different consequences of climate change","1 Very well informed
2 Fairly well informed
3 Not very well informed
4 Not at all informed
5 DK",NA,NA,NA
eb751,climate_chg_4,v370,c(4:1),"Personally, do you think that you are well informed or not about...?Ways in which we can fight climate change","1 Very well informed
2 Fairly well informed
3 Not very well informed
4 Not at all informed
5 DK",NA,NA,NA
eb751,climate_chg_3,v393,c(3:1),KNOWLEDGE – WHAT IS CO2 – RECODED,"1 Correct answer
2 Acceptable answers
3 Wrong answers
4 Other
5 DK",NA,NA,NA
eb751,climate_chg_2,v394,c(1:0),Which of the following statements do you think apply to carbon dioxide (CO2)? It is flammable,"0 Not mentioned
1 Mentioned",NA,NA,NA
eb751,climate_chg_2,v395,c(1:0),Which of the following statements do you think apply to carbon dioxide (CO2)?It is safe to breathe,"0 Not mentioned
1 Mentioned",NA,NA,NA
eb751,climate_chg_2,v396,c(0:1),Which of the following statements do you think apply to carbon dioxide (CO2)? It is unhealthy,"0 Not mentioned
1 Mentioned",NA,NA,NA
eb751,climate_chg_2,v397,c(1:0),Which of the following statements do you think apply to carbon dioxide (CO2)?It is harmless,"0 Not mentioned
1 Mentioned",NA,NA,NA
eb751,climate_chg_2,v399,c(0:1),Which of the following statements do you think apply to carbon dioxide (CO2)?  It is a water pollutant,"0 Not mentioned
1 Mentioned",NA,NA,NA
eb751,climate_chg_2,v398,c(1:0),Which of the following statements do you think apply to carbon dioxide (CO2)?It is EXPLOSIVE,"0 Not mentioned
1 Mentioned",NA,NA,NA
eb751,climate_chg_2,v402,c(1:0),Which of the following statements do you think apply to carbon dioxide (CO2)? DK,"0 Not mentioned
1 Mentioned",NA,NA,NA
eb751,climate_chg_4,v408,c(4:1),What impact do you think CO2 emissions have on climate change? Do you think it has ...?,"1 A very high impact
2 A fairly high impact
3 A fairly low impact
4 A very low impact
5 None (SPONTANEOUS)
6 DK",NA,NA,NA
eb751,climate_chg_3,v413,c(3:1),"Have you ever heard of CO2 capture and storage, also known as carbon capture and storage or carbon capture and sequestration (CCS)?","1 Yes, know what it is
2 Yes, but don't know what it is
3 No
4 DK",NA,NA,NA
eb751,sup_govaction_4,v428,c(4:1),To what extent are you in favour of or opposed to the use of the following sources of energy in (OUR COUNTRY)? Solar energy,"1 Totally in favour
2 Fairly in favour
3 Fairly opposed
4 Totally opposed
5 DK",NA,NA,NA
eb751,sup_govaction_4,v429,c(4:1),To what extent are you in favour of or opposed to the use of the following sources of energy in (OUR COUNTRY)? wind energy,"1 Totally in favour
2 Fairly in favour
3 Fairly opposed
4 Totally opposed
5 DK",NA,NA,NA
eb751,sup_govaction_4,v430,c(4:1),To what extent are you in favour of or opposed to the use of the following sources of energy in (OUR COUNTRY)? Hydroelectric energy,"1 Totally in favour
2 Fairly in favour
3 Fairly opposed
4 Totally opposed
5 DK",NA,NA,NA
eb751,sup_govaction_4,v431,c(4:1),To what extent are you in favour of or opposed to the use of the following sources of energy in (OUR COUNTRY)? Biomass energy,"1 Totally in favour
2 Fairly in favour
3 Fairly opposed
4 Totally opposed
5 DK",NA,NA,NA
eb751,sup_govaction_4,v432,c(1:4),To what extent are you in favour of or opposed to the use of the following sources of energy in (OUR COUNTRY)? Coal,"1 Totally in favour
2 Fairly in favour
3 Fairly opposed
4 Totally opposed
5 DK",NA,NA,NA
eb751,sup_govaction_4,v433,c(1:4),To what extent are you in favour of or opposed to the use of the following sources of energy in (OUR COUNTRY)? Natural Gas,"1 Totally in favour
2 Fairly in favour
3 Fairly opposed
4 Totally opposed
5 DK",NA,NA,NA
eb751,sup_govaction_4,v434,c(4:1),To what extent are you in favour of or opposed to the use of the following sources of energy in (OUR COUNTRY)? Nuclear energy,"1 Totally in favour
2 Fairly in favour
3 Fairly opposed
4 Totally opposed
5 DK",NA,NA,NA
eb751,sup_govaction_4,v435,c(4:1),"In your opinion, taking into account all you know about CCS or Carbon capture and storage, could you tell me whether you think it could be effective or not to fight climate change?","1 Very effective
2 Fairly effective
3 Not very effective
4 Not at all effective
5 DK",NA,NA,NA
eb751,sup_govaction_2,v436,c(2:1),"If CCS or carbon capture and storage technology was used in your region, do you think that you would benefit from it or not?","1 Would benefit
2 Would not benefit
3 DK",NA,NA,NA
eb751,sup_govaction_4,v484,c(1:4),"If a deep underground storage site for CO2 were to be located within 5km of your home, do you think that you would be...?","1 Very worried
2 Fairly worried
3 Not very worried
4 Not at all worried
5 DK",NA,NA,NA
eb751,sup_govaction_2,v485,c(1:0),Why would you be worried? The transport of CO2 to the storage site might not be safe,"0 Not mentioned
1 Mentioned",NA,NA,NA
eb753,gen_clicon_2,v190,c(0:1),What do you think are the two most important issues facing (OUR COUNTRY) at the moment?,"0 Not mentioned
1 Mentioned",NA,NA,NA
eb753,gen_clicon_2,v208,c(0:1),"And personally, what are the two most important issues you are facing at the moment?","0 Not mentioned
1 Mentioned",NA,NA,NA
eb753,gen_clicon_2,v294,c(0:1),What do you think are the two most important issues facing the EU at the moment? Climate change,"0 Not mentioned
1 Mentioned",NA,NA,NA
eb753,gen_clicon_2,v370,c(0:1),"European integration has been focusing on various issues in the last years. In your opinion, which aspects should be emphasized by the European institutions in the coming years, to strengthen the EU in the future? The fight against climate change",0 Not mentioned 1 Mentioned,NA,NA,NA
eb753,gen_clicon_2,v399,c(0:1),"Refocus research on new challenges such as climate change, energy and resource efficiency. Summarize 394 and 395","0 Not mentioned
1 Mentioned",NA,NA,NA
eb753,sup_govaction_2,v437,c(0:1),"To make the most of the opportunities of the green economy (i.e. environmental technologies, recycling, renewable energy). This variable summarizes answers to this item in QB7A and QB7B (V430 and V433).","
0 Not mentioned
1 Mentioned",NA,NA,NA
eb753,sup_govaction_2,v573,c(0:1),And on which of the following would you like EU budget to be spent? Firstly? Any others?]Climate change and environmental protection,"0 Not mentioned
1 Mentioned",NA,NA,NA
eb754,gen_clicon_2,v247,c(0:1),What do you think are the most important challenges to the security of (NATIONALITY) citizens at the moment?  Environmental issues / Climate change,"0 Not mentioned
1 Mentioned",NA,NA,NA
eb754,gen_clicon_2,v263,c(0:1),And what do you think are the most important challenges to the security of EU citizens at the moment? Environmental issues / Climate change,"0 Not mentioned
1 Mentioned",NA,NA,NA
eb754,gen_clicon_2,v546,c(0:1),Which of the following do you consider to be the single most serious problem facing the world as a whole? Any others? Climate change This variable summarizes answers to this item in QD1A and QD1B (V534 and V535).,"0 Not mentioned+G902:G908
1 Mentioned""",NA,NA,NA
eb754,gen_clicon_10,v557,c(1:10),"And how serious a problem do you think climate change is at this moment? Please use a scale from 1 to 10, where '1' would mean that it is ""not at all a serious problem"" and '10' would mean that it is “an extremely serious problem"".","1 1 Not at all a serious problem at all 22
3 3
4 4
5 5
6 6
7 7
8 8
9 9
10 10 An extremely serious problem",NA,NA,NA
eb754,sup_govaction_2,v559,c(0:1),"In your opinion, who within the EU is responsible for tackling climate change?national government",0 Not mentioned 1 Mentioned,NA,NA,NA
eb754,sup_govaction_2,v560,c(0:1),"In your opinion, who within the EU is responsible for tackling climate change? EU",0 Not mentioned 1 Mentioned,NA,NA,NA
eb754,sup_govaction_2,v561,c(0:1),"In your opinion, who within the EU is responsible for tackling climate change? Regional and local authorities",0 Not mentioned 1 Mentioned,NA,NA,NA
eb754,gen_clicon_2,v562,c(0:1),"In your opinion, who within the EU is responsible for tackling climate change? Business and industry",0 Not mentioned 1 Mentioned,NA,NA,NA
eb754,gen_indchge_2,v563,c(0:1),"In your opinion, who within the EU is responsible for tackling climate change? You personally",0 Not mentioned 1 Mentioned,NA,NA,NA
eb754,gen_clicon_2,v564,c(0:1),"In your opinion, who within the EU is responsible for tackling climate change? All of them (SPONTANEOUS)",0 Not mentioned 1 Mentioned,NA,NA,NA
eb754,climate_chg_4,v568,c(4:1),To what extent do you agree or disagree with each of the following statements? Fighting climate change and using energy more efficiently can boost the economy and jobs in the EU,"1 Totally agree
2 Tend to agree
3 Tend to disagree
4 Totally disagree
",NA,NA,NA
eb754,climate_tax_4,v569,c(4:1),To what extent do you agree or disagree with each of the following statements? Taxation should be based more on the way we use energy,"1 Totally agree
2 Tend to agree
3 Tend to disagree
4 Totally disagree
",NA,NA,NA
eb763,gen_clicon_2,qa6a2_15,c(0:1),What do you think are the two most important issues facing (OUR COUNTRY) at the moment?  Climate change,"0 Not mentioned
1 Mentioned",NA,NA,NA
eb763,gen_clicon_2,qa7a2_15,c(0:1),"And personally, what are the two most important issues you are facing at the moment? Climate change","0 Not mentioned
1 Mentioned",NA,NA,NA
eb763,gen_clicon_2,qa8_13,c(0:1),What do you think are the two most important issues facing the EU at the moment?  Climate change,"0 Not mentioned
1 Mentioned",NA,NA,NA
eb763,gen_clicon_2,qb3t_1,c(0:1),"Thinking about innovation, what do you think should be the EU's priority? Firstly? And then? Refocus research on new challenges such as climate change, energy and resource efficiency.qa6a2_15","0 Not mentioned
1 Mentioned",NA,NA,NA
eb773,gen_clicon_2,qa7a_13,c(0:1),"What do you think are the two most important issues facing (OUR COUNTRY) at the moment? The environment, climate and energy issues","0 Not mentioned
1 Mentioned",NA,NA,NA
eb773,gen_clicon_2,qa8a_12,c(0:1),"And personally, what are the two most important issues you are facing at the moment? The environment, climate and energy issues","0 Not mentioned
1 Mentioned",NA,NA,NA
eb773,sup_govaction_2,qd1_25,c(0:1),"Regarding the ""European Union"", please tell me what you expect from it. ENVIRONMENT: climate change / environmental issues","0 Not mentioned
1 ENVIRONMENT: climate change / environmental issues",NA,NA,NA
eb773,sup_govaction_2,qd1_26,c(0:1),Domain of expectations from the European Union:  energy (summarized),"0 Not mentioned
1 Mentioned",NA,NA,NA
eb773,gen_clicon_2,qa9_13,c(0:1),What do you think are the two most important issues facing the EU at the moment?  Climate change,"0 Not mentioned
1 Mentioned",NA,NA,NA
eb773,gen_clicon_2,qa23_14,c(0:1),"European integration has been focusing on various issues in the last years. In your opinion, which aspects should be emphasized by the European institutions in the coming years, to strengthen the EU in the future? The fight against climate change","0 Not mentioned
1 Mentioned",NA,NA,NA
eb781,gen_clicon_2,qa5a_13,c(0:1),"What do you think are the two most important issues facing (OUR COUNTRY) at the moment? The environment, climate and energy issues","0 Not mentioned
1 Mentioned",NA,NA,NA
eb781,gen_clicon_2,qa6a_12,c(0:1),"And personally, what are the two most important issues you are facing at the moment? The environment, climate and energy issues","0 Not mentioned
1 Mentioned",NA,NA,NA
eb781,sup_govaction_2,qd1_25,c(0:1),"Regarding the ""European Union"", please tell me what you expect from it. ENVIRONMENT: climate change / environmental issues","0 Not mentioned
1 ENVIRONMENT: climate change / environmental issues",NA,NA,NA
eb781,sup_govaction_2,qd1_26,c(0:1),Domain of expectations from the European Union: nuclear / renewable energy,"0 Not mentioned
1 Mentioned",NA,NA,NA
eb781,gen_clicon_2,qa7_13,c(0:1),What do you think are the two most important issues facing the EU at the moment? Climate change,"0 Not mentioned
1 Mentioned",NA,NA,NA
eb793,gen_clicon_2,qa7a_12,c(0:1),"And personally, what are the two most important issues you are facing at the moment? The environment, climate and energy issues","0 Not mentioned
1 Mentioned",NA,NA,NA
eb793,gen_clicon_2,qa8_11,c(0:1),What do you think are the two most important issues facing the EU at the moment? The environment,"0 Not mentioned
1 Mentioned",NA,NA,NA
eb793,sup_govaction_2,qd1_25,c(0:1),"Regarding the ""European Union"", please tell me what you expect from it. ENVIRONMENT: climate change / environmental issues","0 Not mentioned
1 ENVIRONMENT: climate change / environmental issues",NA,NA,NA
eb781,sup_govaction_2,qd1_26,c(0:1),Domain of expectations from the European Union:  renewable energy,"1 Not mentioned
1 ENVIRONMENT: climate change / environmental issues",NA,NA,NA
eb801,gen_clicon_2,qa4a_13,c(0:1),"What do you think are the two most important issues facing (OUR COUNTRY) at the moment? The environment, climate and energy issues","0 Not mentioned
1 Mentioned",NA,NA,NA
eb801,gen_clicon_2,qa5a_12,c(0:1),"And personally, what are the two most important issues you are facing at the moment? The environment, climate and energy issues","0 Not mentioned
1 Mentioned",NA,NA,NA
eb801,sup_govaction_2,qd1_25,c(0:1),"Regarding the ""European Union"", please tell me what you expect from it. ENVIRONMENT: climate change / environmental issues","0 Not mentioned
1 ENVIRONMENT: climate change / environmental issues",NA,NA,NA
eb801,sup_govaction_2,qd1_26,c(0:1),"Regarding the ""European Union"", please tell me what you expect from it. ENVIRONMENT: renewable energy","0 Not mentioned
1 Mentioned",NA,NA,NA
eb801,gen_clicon_2,qa6_13,c(0:1),What do you think are the two most important issues facing the EU at the moment? Climate change,"0 Not mentioned
1 Mentioned",NA,NA,NA
eb802,climate_chg_4,qa4_1,c(4:1),To what extent do you agree or disagree with each of the following statements? Fighting climate change and using energy more efficiently can boost the economy and jobs in the EU,"1 Totally agree
2 Tend to agree
3 Tend to disagree
4 Totally disagree
5 DK",NA,NA,NA
eb802,gen_clicon_2,qa1t_1,c(0:1),Which of the following do you consider to be the single most serious problem facing the world as a whole? Climate change. This variable summarizes answers to this item in qa1a and qa1b.,"0 Not mentioned
1 Mentioned",NA,NA,NA
eb802,gen_clicon_10,qa2,c(1:10),"And how serious a problem do you think climate change is at this moment? Please use a scale from 1 to 10, with '1' meaning it is ""not at all a serious problem"" and '10' meaning it is ""an extremely serious problem"".","0 
10",NA,NA,NA
eb802,gen_clicon_2,qa3_1,c(0:1),"In your opinion, who within the EU is responsible for tackling climate change? National Governments","0 Not mentioned
1 Mentioned",NA,NA,NA
eb814,gen_clicon_2,qa4a_13,c(0:1),"What do you think are the two most important issues facing (OUR COUNTRY) at the moment? The environment, climate and energy issues","0 Not mentioned
1 Mentioned",NA,NA,NA
eb814,gen_clicon_2,qa5a_12,c(0:1),"And personally, what are the two most important issues you are facing at the moment? The environment, climate and energy issues","0 Not mentioned
1 Mentioned",NA,NA,NA
eb814,gen_clicon_2,qa6_13,c(0:1),What do you think are the two most important issues facing the EU at the moment? Climate change,"0 Not mentioned
1 Mentioned",NA,NA,NA
eb823,gen_clicon_2,qa3a_13,c(0:1),"What do you think are the two most important issues facing (OUR COUNTRY) at the moment? The environment, climate and energy issues","0 Not mentioned
1 Mentioned",NA,NA,NA
eb823,gen_clicon_2,qa4a_12,c(0:1),"And personally, what are the two most important issues you are facing at the moment? The environment, climate and energy issues","0 Not mentioned
1 Mentioned",NA,NA,NA
eb823,gen_clicon_2,qa5_13,c(0:1),What do you think are the two most important issues facing the EU at the moment? Climate change,"0 Not mentioned
1 Mentioned",NA,NA,NA
eb832,gen_clicon_4,qa6_4,c(4:1),"For each of the following, please tell me to what extent you agree or disagree that it could result in a threat to the internal security of the EU? Climate change and pollution","Totally
agree 1 Total disagree 4",NA,NA,NA
eb833,sup_govaction_2,qe3t_6,c(0:1),And on which of the following would you like EU budget to be spent? Firstly?] Climate change and environmental protection. This variable summarizes answers to this item in qe3a and qe3b.,"0 Not mentioned
1 Mentioned",NA,NA,NA
eb833,gen_clicon_2,qa4a_12,c(0:1),"And personally, what are the two most important issues you are facing at the moment? The environment, climate and energy issues","0 Not mentioned
1 Mentioned",NA,NA,NA
eb833,gen_clicon_2,qa5_13,c(0:1),What do you think are the two most important issues facing the EU at the moment? Climate change,"0 Not mentioned
1 Mentioned",NA,NA,NA
eb833,gen_clicon_2,qa3a_13,c(0:1),"What do you think are the two most important issues facing (OUR COUNTRY) at the moment?The environment, climate and energy issues",NA,NA,NA,NA
eb834,gen_clicon_10,qa2,c(1:10),And how serious a problem do you think climate change is at this moment?,"
1 Box 1 - Not at all a serious problem
2 Box2
3 Box3
4 Box4
5 Box5
6 Box6
7 Box7
8 Box8
9 Box9
10 Box 10 - An extremely serious problem
11 DK",NA,NA,NA
eb834,sup_govaction_2,qa3_1,c(0:1),"In your opinion, who within the EU is responsible for tackling climate change? National Governments","0 Not mentioned
1 Mentioned",NA,NA,NA
eb834,sup_govaction_2,qa3_2,c(0:1),"In your opinion, who within the EU is responsible for tackling climate change?The European Union","1 Not mentioned
1 Mentioned",NA,NA,NA
eb834,sup_govaction_2,qa3_3,c(0:1),"In your opinion, who within the EU is responsible for tackling climate change?  Regional and local authorities","2 Not mentioned
1 Mentioned",NA,NA,NA
eb834,gen_clicon_2,qa3_4,c(0:1),"In your opinion, who within the EU is responsible for tackling climate change? Business and industry","3 Not mentioned
1 Mentioned",NA,NA,NA
eb834,gen_indchge_2,qa3_5,c(0:1),"In your opinion, who within the EU is responsible for tackling climate change?  You personally","4 Not mentioned
1 Mentioned",NA,NA,NA
eb834,gen_clicon_2,qa3_6,c(0:1),"In your opinion, who within the EU is responsible for tackling climate change? Environmental groups","5 Not mentioned
1 Mentioned",NA,NA,NA
eb834,gen_clicon_2,qa3_7,c(0:1),"In your opinion, who within the EU is responsible for tackling climate change? Other (SPONTANEOUS)","6 Not mentioned
1 Mentioned",NA,NA,NA
eb834,gen_clicon_2,qa3_8,c(0:1),"In your opinion, who within the EU is responsible for tackling climate change? All of them (SPONTANEOUS)","7 Not mentioned
1 Mentioned",NA,NA,NA
eb834,climate_chg_4,qa4_1,c(4:1),To what extent do you agree or disagree with each of the following statements? Fighting climate change and using energy more efficiently can boost the economy and jobs in the EU,"1 Totally agree
2 Tend to agree
3 Tend to disagree
4 Totally disagree
5 DK",NA,NA,NA
eb834,intcomm_coop_4,qa4_2,c(4:1),To what extent do you agree or disagree with each of the following statements? Fighting climate change will only be effective if all countries of the world act together,"1 Totally agree
2 Tend to agree
3 Tend to disagree
4 Totally disagree
5 DK",NA,NA,NA
eb834,gh_env_4,qb4_5,c(4:1),I will read some statements about why it might be important to halt the loss of biodiversity. Please tell me how much you agree or disagree with them. Looking after nature is essential in tackling climate change,"1 Totally agree
2 Tend to agree
3 Tend to disagree
4 Totally disagree
5 DK",NA,NA,NA
eb834,gh_env_4,qb7_5,c(4:1),"In your opinion, to what extent is biodiversity threatened by each of the following?Climate change","1 Very much
2 Quite a lot
3 Not much
4 Not at all",NA,NA,NA
eb843,gen_clicon_2,qa3a_13,c(0:1),"What do you think are the two most important issues facing our country at the moment? The environment, climate and energy issues","0 Not mentioned
1 Mentioned",NA,NA,NA
eb843,gen_clicon_2,qa4a_12,c(0:1),"And personally, what are the two most important issues you are facing at the moment?The environment, climate and energy issues","0 Not mentioned
1 Mentioned",NA,NA,NA
eb843,gen_clicon_2,qa5_13,c(0:1),What do you think are the two most important issues facing the EU at the moment? Climate change,"0 Not mentioned
1 Mentioned",NA,NA,NA
eb852,gen_clicon_2,qa3a_13,c(0:1),"What do you think are the two most important issues facing (OUR COUNTRY) at the moment? The environment, climate and energy issues","0 Not mentioned
1 Mentioned",NA,NA,NA
eb852,gen_clicon_2,qa4a_12,c(0:1),"And personally, what are the two most important issues you are facing at the moment? The environment, climate and energy issues","0 Not mentioned
1 Mentioned",NA,NA,NA
eb852,gen_clicon_2,qa5_13,c(0:1),What do you think are the two most important issues facing the EU at the moment? Climate change,"0 Not mentioned
1 Mentioned",NA,NA,NA
eb862,gen_clicon_2,qa3a_13,c(0:1),"What do you think are the two most important issues facing (OUR COUNTRY) at the moment? The environment, climate and energy issues","0 Not mentioned
1 Mentioned",NA,NA,NA
eb862,gen_clicon_2,qa4a_12,c(0:1),"And personally, what are the two most important issues you are facing at the moment? The environment, climate and energy issues","0 Not mentioned
1 Mentioned",NA,NA,NA
eb862,gen_clicon_2,qa5_13,c(0:1),What do you think are the two most important issues facing the EU at the moment? Climate change,"0 Not mentioned
1 Mentioned",NA,NA,NA
eb802,gen_clicon_10,qa2,c(1:10),"And how serious a problem do you think climate change is at this moment? Please use a scale from 1 to 10, with '1' meaning it is ""not at all a serious problem"" and '10' meaning it is ""an extremely serious problem"".","1 Box 1 - Not at all a serious problem
2 Box2
3 Box3
4 Box4
5 Box5
6 Box6
7 Box7
8 Box8
9 Box9
10 Box 10 - An extremely serious problem
11 DK",NA,NA,NA
eb802,sup_govaction_2,qa3_1,c(0:1),"In your opinion, who within the EU is responsible for tackling climate change? National Governments","0 Not mentioned
1 Mentioned",NA,NA,NA
eb802,sup_govaction_2,qa3_2,c(0:1),"In your opinion, who within the EU is responsible for tackling climate change? The European Union","0 Not mentioned
1 Mentioned",NA,NA,NA
